X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
-79.7948932225333,43.3855338548464,"2562348890",node,12.5,clinic,clinic,Joseph Brant Wellness House,,,,,,,,,,,,,,,,,,,,,,,,120652264,3,2022/05/07 02:56:49+00,fe650ed543e048bf8d21541992ca176f
-79.4186347020351,43.638597341795,"2563166827",node,21.875,doctors,doctor,Village Family Health Team/Liberty Market Pharmacy,,,,,,,,,,,,,,,,,,,,"171",East Liberty Street,,Toronto,116167547,5,2022/01/14 23:21:12+00,db1d3356d7ba497caca7fb0f2202f818
-55.9033543789792,47.6060351706895,"2563832092",node,12.5,hospital,hospital,Gaultois Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,137482566,3,2023/06/18 15:18:14+00,2e6ab7abf11c4c7786ee046f14cbaa56
-56.2298796313686,47.6312011644158,"2563915559",node,12.5,hospital,hospital,McCallum Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,137482616,3,2023/06/18 15:19:39+00,d0c29d165bdf4317ab6af01ad700b4bd
-79.3738679630138,43.6482166653341,"2563940122",node,21.875,pharmacy,pharmacy,Rexall,,,,,,Mo-Su 07:00-22:00,,,,,yes,yes,,,,,,,,,,,,111428921,6,2021/09/20 03:05:38+00,6ef4308f84ca463ba8ba1f714718a66b
-72.5299709316437,46.3636832286325,"2564091859",node,28.125,pharmacy,pharmacy,Uniprix,Uniprix Marc Dontigny - Pharmacie affiliée,,,,,,,,,,,,,,,,,,,"15",Rue Fusey,G8T 2T3,Trois-Rivières,114625476,3,2021/12/06 16:30:46+00,a4b02f8a273f4d4b9b0b4d49141b9893
,,"618622094",way,21.875,dentist,dentist,Crystal Beach Dental,,City of Ottawa,,,,,,,,,,,,,,,,,,"2",Ullswater Drive,,,81059725,2,2020/02/16 01:19:42+00,cdaa1b4e3a9442e1b9fd7301428b9328
,,"618622143",way,12.5,,alternative,Family Chiropractic Centre,,,chiropractic,,,,,,,,,,,,,,,,,,,,,73396845,2,2019/08/16 02:37:39+00,91e55303f8b44fb29e2072d0ffde39df
,,"618960157",way,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,66115228,2,2019/01/08 02:38:35+00,086121f09f4b4452bdd43076deab5228
-79.4490590827173,43.6957812836347,"2567213764",node,18.75,pharmacy,pharmacy,I.D.A.,Rexall,,,,,,,,,,yes,,,,,,,,,,,,,72726301,3,2019/07/27 22:30:17+00,565dc46f5098466b9fa0687a770ea1fb
-79.448952800185,43.6958130510478,"2567213771",node,12.5,doctors,doctor,MD Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,71284022,2,2019/06/15 16:36:31+00,123d7b2c41c94b48a827098f146be921
-79.4479417750242,43.6963509177744,"2567219357",node,12.5,dentist,dentist,Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,113212494,2,2021/11/01 00:17:43+00,505ad966474f44ce9613ba9fe421e792
-79.4487016783659,43.6958208462177,"2567213758",node,12.5,dentist,dentist,Dr. Claude Toffoli,,,,,,,,,,,,,,,,,,,,,,,,71284022,2,2019/06/15 16:36:31+00,8aa473958ccd489ca1d23e6900fa2884
,,"619516716",way,21.875,clinic,physiotherapist,Back on Track Physio,,Bing,,,,,,,,,,,,,,,,,,"515",McNeely Avenue,,,61966595,1,2018/08/24 17:56:23+00,962982dbfd9f42c49f8d976bf373db66
,,"620180742",way,21.875,pharmacy,pharmacy,Remedy'sRx,,City of Ottawa,,,,,,,,,,,,,,,,,,"1650",Queensdale Avenue,,,73002233,3,2019/08/05 01:59:48+00,a73fc343a8954efe96e83055e1c2d1fe
,,"620180741",way,21.875,doctors,doctor,South Ottawa Medical Centre,,City of Ottawa,,,,,,,,,,,,,,,,,,"1650",Queensdale Avenue,,,124367609,2,2022/08/01 23:35:05+00,44f7606fb2814caba662d9f4bb08b809
,,"620180738",way,21.875,dentist,dentist,7Dental,,City of Ottawa,,,,,,,,,,,,,,,,,,"2950",Bank Street,,,81059725,2,2020/02/16 01:19:42+00,46783bb549e243f5aa64a6c3f323eddc
,,"620501507",way,18.75,pharmacy,pharmacy,Guardian,,,,,,,,,,,,,,,,,,,,"556",Montréal Road,,,73933112,4,2019/08/30 17:42:37+00,1edd5ec959594b67b6d3ba1eee9bd25a
,,"620501506",way,18.75,dentist,dentist,Dentistry @ Montreal Square,,,,,,,,,,,,,,,,,,,,"580",Montréal Road,,,73933112,2,2019/08/30 17:42:37+00,7c2cc2df18e14480a1fa878bec25445c
,,"76699271",way,28.125,clinic,clinic,Parkdale Queen West Community Health Centre,,yahoo,,,,,,,,,,yes,,,,,,,,"168",Bathurst Street,,Toronto,114066967,7,2021/11/21 17:40:14+00,b15fb9c22eff4eaba9a7c0aeecfe624a
,,"620967848",way,25,pharmacy,pharmacy,Pharmasave,,,,,,,,,,,yes,,,,,,,,,"396",Conception Bay Highway,,Holyrood,74647489,4,2019/09/18 22:52:13+00,25b1026d19a44f729a8c8e4068cfb567
,,"76792677",way,21.875,pharmacy,pharmacy,Shoppers Drug Mart,,CanVec 6.0 - NRCan,,,,,,,,,yes,limited,,,,,,,,,,,,120510869,4,2022/05/03 18:54:43+00,3261077a42a24d15844153effc8d1302
,,"621838614",way,18.75,dentist,dentist,Train Yards Dental Centre,,,,,,,,,,,,,,,,,,,,"525",Industrial Avenue,,,81059725,2,2020/02/16 01:19:42+00,65d4c9460ee8481da2b0133ee8e7eacc
,,"621841919",way,9.375,clinic,clinic,,,,,,,,,,,,,,,,,,,,,,,,,62208628,1,2018/09/01 23:30:40+00,ba97664d809a4992af9a623f526b1229
,,"76800298",way,15.625,hospital,hospital,Minnedosa General,,Manitoba Lands Initiative,,,,,,,,,,,,,,,,,,,,,,78333252,2,2019/12/12 18:21:16+00,cf3ef08d7b32417ea46cd1bd7878a764
,,"76813287",way,21.875,clinic,clinic,Pinewood Centre,,"CanVec 6.0 - NRCan;survey",,,,,,,,,,,,,,,,,,"300",Centre Street South,,,112036362,7,2021/10/03 14:39:29+00,6593b9ffb855414d984f2d6771205c45
-124.981461070553,49.675101431187,"2577955840",node,12.5,pharmacy,pharmacy,The Medicine Shoppe,,,,,,,,,,,,,,,,,,,,,,,,115820930,6,2022/01/06 05:11:05+00,4d4dae3432ad4506a7686e38f677cfa1
,,"622453059",way,21.875,,alternative,Hazeldean Family Chiropractic,,Bing,chiropractic,,,,,,,,,,,,,,,,,"484",Hazeldean Road,,,116640919,3,2022/01/26 21:59:54+00,301f7460500d40e7883b82cb692b6c11
,,"-4430179",way,28.125,hospital,hospital,Centre de Santé et Services Sociaux de Sept-Îles,,CanVec 6.0 - NRCan,,,,,,,,,,,yes,,,,,,,"45",du Père-Divet,G4R 3N7,Sept-Îles,,,,18515e08ad2c4daeb77e98da228fbe1c
,,"76831938",way,31.25,clinic,clinic,Whitby Cardiovascular Institute,,CanVec 6.0 - NRCan,cardiology,,,,,,,,,,,,,,,,,"3020",Brock Street North,L1R 3J7,Whitby,87310076,5,2020/06/29 19:04:13+00,fda08e383cdc491680bb8754f917e20e
-74.9407858247124,45.650239686565,"2578987467",node,12.5,pharmacy,,Proximed,,bing,,,,,,,,,,,,,,,,,,,,,,140202406,2,2023/08/21 22:14:16+00,335700d051a544a5b7ff06b1f3815339
,,"76834193",way,18.75,clinic,clinic,Carea Community Health Centre,,,,,,,,,,,,,,,,,,,,"115",Grassmere Avenue,,,118218079,10,2022/03/08 01:56:39+00,f2419dfb7bbd47749e6d27c36eba37b1
,,"622698142",way,12.5,,physiotherapist,Solaris Wellness Medical,,,"general;orthopaedics;p",,,,,,,,,,,,,,,,,,,,,74096705,2,2019/09/04 16:34:36+00,14c6e62301fd4be0840a764a82acdcb2
-67.5972867119705,46.1694344666049,"2579745499",node,12.5,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,,,,,,,,,,,,,,,,,,,74827014,2,2019/09/23 21:21:58+00,82ca94e88d4b444fac08e8cedb9897d7
,,"623202030",way,31.25,pharmacy,pharmacy,Golden Ears Pharmacy,,,,,,"Mo-Fr 09:00-18:00, Sa 10:00-15:00",,,,,yes,,,,,,,,,"22722",Lougheed Highway,V2X 2V6,Maple Ridge,130768650,3,2023/01/02 01:24:58+00,c8b91fa47af34224a70bf3e21301e51e
,,"76938395",way,12.5,doctors,doctor,,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,77787322,2,2019/12/01 17:33:01+00,bbf815929221429684e6b011a583e1fd
-79.8513524650246,43.2524931863722,"2580320060",node,21.875,pharmacy,pharmacy,Mediserve Pharmacy,,,,,,,,,,,yes,,,,,,,,,"589",King Street East,,,116408551,4,2022/01/21 01:55:38+00,a6af0c184a48420a8e73785225f2c7be
,,"623581020",way,12.5,pharmacy,pharmacy,I.D.A.,,,,,,,,,,,,,,,,,,,,,,,,73002233,2,2019/08/05 01:59:48+00,148cba566eef4b3dafc0f13b7d56f58e
-79.4012694103164,43.6575552789358,"2581991908",node,21.875,doctors,doctor,Royal Care Medical Centre,,,,,,,,,,,,,,,,,,,,"295",College Street,,Toronto,112139831,4,2021/10/05 20:27:14+00,09ae959e6d0b4733b6db1cc250626efc
-104.807012808487,53.496994133177,"2583371830",node,9.375,hospital,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,19493778,1,2013/12/17 07:44:08+00,71aeda2552ba4716975fdb6f6dffdadc
-80.7292125698966,43.1337581635014,"2584021491",node,28.125,dentist,dentist,SunnyView Dental,,,,,,,,,,,,yes,,,,,,,,"986",Dundas Street,N4S 1H3,Woodstock,73262929,6,2019/08/12 10:31:11+00,5e4c84d793614628a74f05e82c643fe9
,,"77297003",way,21.875,clinic,clinic,Erickson Personal Care Home,,Manitoba Lands Initiative,,,,,,,,,,,,,,,,,,"60",Queen Elizabeth Avenue,,,130006043,3,2022/12/12 17:02:56+00,29092dd60cb64d98aabbb0fe6c859324
,,"77300672",way,21.875,clinic,clinic,Erickson Clinic,,Manitoba Lands Initiative,,,,,,,,,,,,,,,,,,"50",Third Street South East,,,130006043,5,2022/12/12 17:02:56+00,f6407b88813e4300baae86bc6ce40dcc
,,"624881275",way,25,pharmacy,,Familiprix Extra,A. Haché & D. Tardif,,,,,"Mo-Fr 09:00-20:00; Sa 09:00-17:00; Su 10:00-17:00",,,,,,,,,,,,,,"443",Montée de la Source,J8V 3B5,,132467574,4,2023/02/13 01:08:50+00,58fd40a4a0c5469fbab73444344a66cb
,,"77370669",way,28.125,clinic,clinic,CPAP Clinic,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,"115",Bell Farm Rd,L4M 5G1,Barrie,79618361,3,2020/01/15 18:46:25+00,a695fae9f4da48b0b840816a78c85067
,,"77373373",way,28.125,pharmacy,pharmacy,Shoppers Drug Mart,Loblaw Companies Limited,CanVec 6.0 - NRCan,,,,,,,,,yes,,,,,,,,,,Bayfield Street,,Barrie,74017930,5,2019/09/03 03:02:41+00,34b5ef35c5eb45d0a1105be12d943a82
,,"625312208",way,9.375,dentist,dentist,,,,,,,,,,,,,,,,,,,,,,,,,62569087,2,2018/09/14 00:59:08+00,672d91f584c74585b99a9065b9058c23
,,"625322355",way,21.875,hospital,hospital,Carmichael Healthcare,,,,,,,,,,,,,,,,,,,,"1794",Hanwell Road,,Hanwell,63982961,3,2018/10/29 15:57:26+00,cf5bf4acd29b41c9a391a77e4c5fd22c
,,"77402854",way,15.625,hospital,hospital,Guysborough Memorial Hospital,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,137157032,4,2023/06/10 00:36:23+00,7b3c44a2866440f8aae1c0242817cbf5
,,"625466353",way,12.5,dentist,dentist,Family Dental,,,,,,,,,,,,,,,,,,,,,,,,62568972,1,2018/09/14 00:49:20+00,f5badf6e6ddc40c992cce9142f111424
,,"625469561",way,9.375,,doctor,Killick Health Center,,,,,,,,,,,,,,,,,,,,,,,,62569342,1,2018/09/14 01:24:38+00,8b83fcab71b143f6b3d2a55716811baf
,,"626066901",way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,93444479,2,2020/11/02 23:29:28+00,f2c75aa7c054413aa15b8d364890a0fe
-121.936164102806,49.3810396250649,"2589755598",node,9.375,hospital,,First Aid Station,,,,,,,,,,,,,,,,,,,,,,,,146428228,3,2024/01/19 04:52:01+00,07459409e3d04a94962b77363a97d01f
-124.926375538173,49.6735232864575,"2589885107",node,12.5,pharmacy,,The Medicine Shoppe,,,,,,Mo-Fr 09:00-17:30,,,,,,,,,,,,,,,,,,140072658,6,2023/08/18 20:03:32+00,45cd4033e2044a258b3ad1ca9024a432
-124.926368665012,49.6733169240014,"2589885116",node,15.625,dentist,,Harbour View Dental Centre,,,,,,,,,,,,,,,,,,,,"1781",Comox Avenue,,,60014379,4,2018/06/20 15:10:13+00,d37b28f983fd48f6b538a52d7c8bbac6
,,"77594213",way,18.75,,rehabilitation,Centre montérégien de réadaptation,,,,,,,,,,,,,,,,,,,,"388",Rue Lamarre,J4J 1T2,,123659123,7,2022/07/15 15:35:28+00,76bfb723070e479f91597e57775ff929
-124.934653338109,49.6761566289776,"2590027391",node,15.625,,physiotherapist,Comox Physiotherapy Clinic,,,,,,,,,,,,,,,,,,,,"264",Anderton Road,,,60014379,3,2018/06/20 15:10:14+00,19132f9dc9d3416b8883af31e8d75a0e
,,"626659250",way,15.625,pharmacy,pharmacy,Lawton's,,,,,,,,,,,yes,,,,,,,,,,,,,62731111,2,2018/09/19 13:40:07+00,2f1db4c8de974af18dc9c408bc5901a2
,,"626659248",way,15.625,pharmacy,pharmacy,Pharmasave,,,,,,,,,,,yes,,,,,,,,,,,,,62731111,2,2018/09/19 13:40:07+00,f8da6a3db929431a8698392991caa5dc
,,"626677730",way,9.375,,physiotherapist,Physiotherapist,,,,,,,,,,,,,,,,,,,,,,,,62733126,1,2018/09/19 14:40:27+00,a32f01ccbfd64a16a61e1dc9392877a9
-81.0021650557905,43.379172744709,"2590995274",node,15.625,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,,,,,,yes,,,,,,,,,,,,,78421584,6,2019/12/15 03:11:30+00,83240ea75b074d1c819c723ed0451a9e
-80.9824883704526,43.370401418314,"2590995451",node,18.75,pharmacy,pharmacy,Guardian,,,,,,,,,,,,,,,,,,,,"12",Wellington Street,,,78421584,5,2019/12/15 03:11:30+00,fd8398fb6d784107a36369134247791e
-80.3468428037947,43.3896626965306,"2590996046",node,18.75,pharmacy,pharmacy,Shoppers Drug Mart,Loblaw Companies Limited,,,,,,,,,,yes,,,,,,,,,,,,,112377278,8,2021/10/11 14:12:26+00,15081fa9df494efca0913347089dd38c
-124.962726343494,49.7087865398418,"2593427475",node,9.375,doctors,,Crown Isle Clinic,,,,,,,,,,,,,,,,,,,,,,,,145930418,5,2024/01/05 17:05:41+00,e22bd74a61fa4514ba39901b4eadcdde
-105.97023405253,49.9362758343796,"2593438746",node,12.5,hospital,hospital,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,113705136,2,2021/11/12 17:16:25+00,33e6e7f94fa942afa966238435d81f0d
,,"627585162",way,31.25,pharmacy,pharmacy,Pollock and Williams Best Care Pharmacy,Pollock and Williams Best Care Pharmacy,,,,,"Mo-Tu 09:00-19:00; We 09:00-18:00; Fr 09:00-19:00; Sa 09:00-16:00",,,,,yes,,,,,,,,,"307",Lancaster Street West,,Kitchener,112770299,3,2021/10/21 04:09:51+00,7991d733169d4a31ad3db667d34a3ba6
,,"77743195",way,9.375,,alternative,Lakeview Health Centre,,,,,,,,,,,,,,,,,,,,,,,,30642907,3,2015/04/30 00:56:48+00,b5f5a8d69b12418f98da7ec50c93477c
,,"627822847",way,15.625,pharmacy,pharmacy,Jean Coutu,,,,,,,,,,,yes,,,,,,,,,,,,,114831858,3,2021/12/11 21:58:01+00,e7265f7e30eb4261b3b927d99f2ee30e
,,"627825171",way,12.5,hospital,hospital,Shepherd's Wellness Centre,,,,,,,,,,,,,,,,,,,,,,,,62885327,1,2018/09/24 15:53:30+00,0771ca2a889f446a9756aa2957458acf
-106.614482972243,52.0949819392711,"250616127",node,9.375,pharmacy,,Eastview Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,47242,2,2008/06/04 02:13:56+00,4a8f307f924a434294d0aeab1c4cffff
-103.522950839858,51.6416384918665,"2595993818",node,12.5,hospital,hospital,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,77238521,2,2019/11/18 16:36:41+00,d7b982254f694e15b56872692372a057
-104.499203759151,52.3298258509296,"2596151050",node,9.375,hospital,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,19653751,1,2013/12/27 00:16:33+00,5c15812aa5f8451c89c4a928d455820f
,,"628136975",way,18.75,,alternative,In Tune Chiropractic,,,chiropractic,,,,,,,,,,,,,,,,,"74",Daniel Street North,,,115369020,2,2021/12/25 19:20:59+00,ca8c20ed299b4bb1aa20712dd3ef0dcf
,,"628136989",way,15.625,clinic,,Arnprior Chiropractic Health Centre,,,,,,,,,,,,,,,,,,,,"5",Charles Street,,,62927076,1,2018/09/25 20:39:44+00,04808675ba834f838f43d92e24a280ee
,,"628136992",way,12.5,dentist,dentist,Glover Family Dental,,,,,,,,,,,,,,,,,,,,,,,,105254448,2,2021/05/25 00:53:38+00,efabe8d8649e426f971f37e9f61e341e
,,"628439527",way,28.125,clinic,clinic,Family Medical Clinic,,,general,,,,,,,,,,,,,,,,,"4615",49 Avenue,S9V 0T7,Lloydminster,140915376,5,2023/09/06 22:29:14+00,bf4c4069b15a41c68727a404ce071acf
,,"628788782",way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,63006916,1,2018/09/28 12:09:45+00,b9a776648c864f1ebd61801457b81464
,,"629594803",way,15.625,pharmacy,pharmacy,Pharmasave,,,,,,,,,,,yes,,,,,,,,,,,,,145598487,2,2023/12/28 01:29:26+00,2aa4cb0ea90f49d2903fda541d3f7154
,,"630053622",way,18.75,,physiotherapist,Blackburn Physio & Sports Injury Clinic,,City of Ottawa,,,,,,,,,,,,,,,,,,"110",Bearbrook Road,,,73474517,2,2019/08/18 21:51:35+00,d306d3d71f2e435ebca66aa5984a6d6e
,,"630053621",way,18.75,pharmacy,,Queen's Pharmacy,,City of Ottawa,,,,,,,,,,,,,,,,,,"110",Bearbrook Road,,,143804557,2,2023/11/09 03:22:43+00,7e3c068dbb6f45ab94135403207bb624
,,"630776014",way,21.875,,clinic,Meridian Clinic,,,,,,,,,,,,,,,,,,,,"5119",47 Street,T9V 0G1,Lloydminster,63871955,2,2018/10/25 15:34:27+00,ea91cd1a975f4a188f078f292402a668
,,"630776390",way,21.875,,clinic,Lloydminster Clinic,,,,,,,,,,,,,,,,,,,,"5120",46 Street,T9V 2P7,Lloydminster,63953361,3,2018/10/28 15:41:42+00,0b8af181e5434d89b373882f3cb4fb55
,,"630776954",way,31.25,pharmacy,pharmacy,Sprucewood Pharmacy & Homecare,,,,,,"Mo-Fr 09:00-17:30; Sa-Su closed",,,,,yes,,,,,,,,,"5114",46 Street,T9V 0C6,Lloydminster,74015192,3,2019/09/02 22:57:00+00,74e792733a1043448d1389838ba2f69b
,,"630779038",way,28.125,dentist,dentist,Tooth Suite Family Dentistry,,,,,,"Mo-Fr 08:00-17:00; Sa-Su closed",,,,,,,,,,,,,,"5019",47 Street,T9V 0E8,Lloydminster,74015192,3,2019/09/02 22:57:00+00,078e2626eb744d4681eed12b6a7558f9
,,"630832803",way,21.875,clinic,alternative,Limoges Acupuncture Clinic,,,acupuncture,,,,,,,,,,,,,,,,,"1478",Calypso Street,,,67897776,2,2019/03/07 19:46:32+00,899858cdef464ba6a4c5faeb9ec7c7f5
,,"631154183",way,12.5,hospital,hospital,Northeast Community Health Centre,,,,,,,,,,,,,,,,,,,,,,,,67335288,2,2019/02/19 01:07:15+00,3cf50912211b44919ad4f0520be1a3fe
,,"631294285",way,31.25,pharmacy,pharmacy,Shoppers Drug Mart,,walking survey 10/2018,,,,,,,,,yes,,,,,,,,,"600",Ouellette Avenue,N9A 6Z3,Windsor,139361402,6,2023/08/02 19:18:52+00,6e6656bfaf514e4a9b6a95557ef50ee2
,,"631327667",way,15.625,clinic,,The Massage Therapy Company,,,,,,,,,,,,,,,,,,,,"2020",Lanthier Drive,,,145501387,2,2023/12/25 15:08:38+00,7e7ab3f93fdb443b851dfbf3b6f4b953
,,"631327663",way,18.75,dentist,dentist,Mer Bleue Dental Centre,,,,,,,,,,,,,,,,,,,,"2020",Lanthier Drive,,,81059725,2,2020/02/16 01:19:42+00,985e29cc97cd4bb2ae77029382ad56ce
,,"631442835",way,12.5,hospital,hospital,Miller Crossing Long Term Care,,,,,,,,,,,,,,,,,,,,,,,,63269771,1,2018/10/07 03:32:27+00,6149d0843f5e41e2987d1157aa751ab8
,,"631443989",way,28.125,clinic,clinic,Portage Clinic,,,,,,"Mo-Th 09:00-17:00; Fr 09:00-16:00",,,,,,,,,,,,,,"140",9th Street South East,R1N 3V5,Portage La Prairie,142371261,4,2023/10/10 01:14:37+00,3650b68ef4d246b1b810f02f28620130
,,"632017139",way,9.375,doctors,doctor,,,,,,,,,,,,,,,,,,,,,,,,,63328414,1,2018/10/09 00:40:16+00,8d4117c05a1b4733b7d62cbc76dc09ed
-123.144723731666,49.2635509911959,"2611360463",node,25,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,,,,,,yes,,,,,,,,,"1780",West Broadway,,Vancouver,69543270,5,2019/04/24 22:06:05+00,197f55c607424c68a11124eb6f1190e2
-96.6904296436558,49.5447669439715,"2611590737",node,12.5,pharmacy,pharmacy,Southeast Wellness Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,78175312,2,2019/12/10 00:34:54+00,a344818d26eb43f09d43399ca37792f2
-111.886090536385,60.0060801494136,"2611776986",node,15.625,hospital,hospital,"Dr. Kolbaisy, Dentist",,,,,,,,,,,,,no,,,,,,,,,,,134793634,5,2023/04/11 23:25:57+00,9dbe64d054c34cf6bb2a1784e47752c0
-122.806458031321,50.3223689256902,"2611839799",node,21.875,pharmacy,pharmacy,Rexall,,user,,,,,,,,,yes,,,,,,,,,,Birch Street,,,113154791,4,2021/10/30 10:09:57+00,10499b64abb248dea363d959ae5147d3
-123.041228014593,49.3358710576053,"2611893970",node,15.625,clinic,clinic,Lynn Valley Medical Clinic,,,,,,,,,,,,,no,,,,,,,,,,,111889545,3,2021/09/29 22:14:57+00,162e82d70a3f4688b7842fc30cf1b442
-123.040846051266,49.3085900582514,"2611908285",node,15.625,clinic,clinic,Park & Tilford Medical Clinic,,,,,,,,,,,,,no,,,,,,,,,,,100969013,3,2021/03/13 20:49:38+00,5993380cf8b04c07aa14cd559248c44b
-123.128488069038,49.2792889364135,"2612805465",node,28.125,pharmacy,pharmacy,Pharmasave,,,,,,"Mo-Fr 08:30-18:00; Sa 09:00-17:00",,,,,yes,yes,,,,,,,,,Burrard Street,,Vancouver,119675610,6,2022/04/13 16:04:17+00,ad995a0fcb37448c85f83dace33b8b19
-79.3013087609068,43.6696415642168,"2613040122",node,28.125,doctors,doctor,Appletree Medical Centre,,,,,,,,,,,,no,,,,,,,,"1971",Queen Street East,M4L 1H9,Toronto,70843905,11,2019/06/01 20:59:54+00,1170b6d16fa740ca8a5091c2f50f1e1a
,,"633714901",way,25,clinic,clinic,Wellington Walk-in Clinic,,,,,,,,,,,,,,,,,,,,"200",Wellington St W,L4N 1K9,Barrie,79618361,2,2020/01/15 18:46:25+00,411fce3a9b854560bf6451ed027cd188
,,"633879939",way,15.625,dentist,dentist,Family Dentistry,,,,,,,,,,,,,,,,,,,,,,,Moncton,67720387,2,2019/03/02 18:21:10+00,6035accaf153406db70a7b59965d35b4
,,"634299730",way,9.375,hospital,hospital,,,,,,,,,,,,,,,,,,,,,,,,,63549113,1,2018/10/15 16:55:02+00,a7b92711790544ae8ea0c2559849fb41
,,"634301629",way,25,dentist,dentist,Dr. Archer Guy,,,,,,,,,,,,,,,,,,,,"43",Augusta Street,L1A 1G8,Port Hope,98538614,2,2021/02/02 00:20:41+00,5296976ac98d4e06a737b7722600f65d
,,"78205467",way,9.375,doctors,,,,CanVec 6.0 - NRCan,,,,,,,,,,,,,,,,,,,,,,5821534,1,2010/09/19 16:35:11+00,479fe8678a6142aeb89734356481e47a
,,"634367874",way,28.125,hospital,hospital,Élisabeth Bruyère Hospital,Bruyère Continuing Care,,,,,,,,,,,,no,,,,,,,"43",Bruyère Street,,Ottawa,87719118,6,2020/07/08 15:51:24+00,375a8f87eec34e37ac42906937ce7338
,,"634491967",way,21.875,dentist,dentist,Dr. Beverley McKeown,,City of Ottawa,,,,,,,,,,,,,,,,,,"1600",Forest Valley Drive,,,81059725,2,2020/02/16 01:19:42+00,dab1c60b86ad4afea96c842733506ef4
,,"634864367",way,21.875,dentist,dentist,,,,,,,,,,,,,,,,,,,,,"113",Talbot Street South,N8M 1B3,Essex,81845457,2,2020/03/06 03:26:40+00,192e4081dfd54eb28bc85ed1e2572194
-102.484652810161,49.6381056384169,"2616772934",node,9.375,hospital,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,19910183,1,2014/01/10 00:00:38+00,b664764929a740eaa9580852604bcbda
-122.658289452542,49.102308236028,"2616893061",node,12.5,dentist,dentist,Denture Clinic,,,,,,,,,,,,,,,,,,,,,,,,78655770,4,2019/12/19 21:23:25+00,7328f8ebf14e4521889c62750897dc31
-122.657551342149,49.1024552546096,"2616897729",node,15.625,doctors,doctor,Langley City Family Practice,,,general,,,,,,,,,,,,,,,,,,,,,69790203,2,2019/05/02 06:04:06+00,3c2abf3180a54948b2cca141200e539e
,,"635037344",way,15.625,pharmacy,pharmacy,Shoppers Drug Mart,,,,,,,,,,,yes,,,,,,,,,,,,,63590061,1,2018/10/16 20:40:18+00,5e7ab89073f3437ca6ecb246071036f1
-106.226702436186,52.8141776462104,"2619042581",node,9.375,doctors,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,19942683,1,2014/01/11 21:01:28+00,1c061111e860442185609c5b7bf26da0
-106.332116519438,52.6670633432127,"2619161747",node,9.375,hospital,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,19944351,1,2014/01/11 22:51:28+00,bd767e39f5d84d41a171e785fca4e7f2
-106.655763845373,52.6206226543086,"2619188859",node,9.375,doctors,,,,NRCan-CanVec-10.0,,,,,,,,,,,,,,,,,,,,,,53372767,2,2017/10/30 16:59:30+00,67c596b266f34545a3f78577f325d9ae
-79.4174734731695,43.7896181984048,"2619601740",node,12.5,doctors,doctor,Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,116170369,2,2022/01/15 03:32:26+00,d7382f523a794cf1a0921e457b946ede
-79.4181369008057,43.7891322994778,"2619602980",node,12.5,clinic,clinic,Regain Health,,,,,,,,,,,,,,,,,,,,,,,,117656302,3,2022/02/20 21:56:37+00,23b006a7c34848458e90483fd74451df
-79.4002121170501,43.6675915183387,"250942267",node,31.25,pharmacy,pharmacy,Snowdon Pharmacy (Guardian),,,,,,"Mo-Fr 08:30-19:00; Sa 10:00-18:00; Su closed",,,,,yes,yes,,,,,,,,"284",Bloor Street West,,Toronto,74752101,10,2019/09/21 15:18:56+00,b9537fe06300452d97da9f882f3e01f2
,,"635853256",way,18.75,pharmacy,pharmacy,Pharmasave,,,,,,,,,,,,,,,,,,,,"25",Thorold Lane,,,71746964,2,2019/06/30 02:22:23+00,56812794b5a747c6a0a4fc2f2f8cb298
