fire_id,agency,lat,lon,coords,date,hectares,STATION_NAME,PROV_STATE_TERR_CODE,LATITUDE,LONGITUDE,COORDINATES,ELEVATION,CLIMATE_IDENTIFIER,fire_lat_radians,fire_lon_radians,clim_lat_radians,clim_lon_radians,distance
1590,BC,50.3358,-120.397,"50.3358,-120.397",2001-08-19,0.009,MEADOWGREEN,BC,50.28,-120.41,"50.28,-120.41",1207.0,1125060,0.8785254416253617,-2.101324059523613,0.8775515479027489,-2.101550952326372,6.2690454234600885
1591,BC,50.4623,-120.795,"50.4623,-120.795",2001-09-04,0.4,WALHACHIN,BC,50.46,-120.58,"50.46,-120.58",450.0,116QF69,0.8807332831291346,-2.10827046994655,0.8806931405563387,-2.1045180120547626,15.211755818199675
1592,BC,50.3919,-120.3196,"50.3919,-120.3196",2001-09-21,0.02,KAMLOOPS AFTON MINES,BC,50.4,-120.3,"50.4,-120.3",701.0,1163790,0.8795045713357306,-2.099973174682569,0.8796459430051421,-2.0996310901491784,1.6546990937402857
1593,BC,50.685,-121.075,"50.685,-121.075",2001-10-03,0.3,CACHE CREEK 16 MILE,BC,50.545402,-121.245503,"50.545402,-121.245503",515.1,1161215,0.884620131373326,-2.1131573918521345,0.8821836866441269,-2.1161332305866623,19.626191307961133
1594,BC,50.5225,-120.3597,"50.5225,-120.3597",2001-10-11,0.5,RED LAKE 2,BC,50.54,-120.46,"50.54,-120.46",990.0,1166659,0.8817839713388351,-2.100673051712619,0.8820894039579341,-2.102423616952369,7.3469844419702515
1595,BC,50.4828,-121.0867,"50.4828,-121.0867",2001-10-17,7.0,ASHCROFT NORTH,BC,50.44,-121.16,"50.44,-121.16",320.0,1160520,0.8810910756257934,-2.113361595374618,0.8803440747059398,-2.1146409217163296,7.036282186793807
1596,BC,50.2833,-119.4785,"50.2833,-119.4785",2001-05-12,0.3,WESTWOLD,BC,50.2808008,-119.4502003,"50.2808008,-119.4502003",609.0,1168880,0.8776091437680646,-2.085293210344045,0.8775655244993988,-2.0847992874017183,2.0286597864532325
1597,BC,50.3432,-119.8233,"50.3432,-119.8233",2001-07-05,0.1,MONTE CREEK WEST,BC,50.39,-120.01,"50.39,-120.01",363.0,116NJRF,0.8786545959900094,-2.0913111056049214,0.8794714100799427,-2.094569635318395,14.219182435593634
1598,BC,50.3433,-120.0522,"50.3433,-120.0522",2001-08-30,25.0,KAMLOOPS PRATT ROAD,BC,50.37466,-120.10192,"50.37466,-120.10192",729.0,116C8P0,0.8786563413192613,-2.0953061642627366,0.8792036765726867,-2.0961739419668284,4.956748997126149
1599,BC,50.2909,-119.4296,"50.2909,-119.4296",2001-09-15,0.009,WESTWOLD,BC,50.2808008,-119.4502003,"50.2808008,-119.4502003",609.0,1168880,0.8777417887912163,-2.0844397443398197,0.8775655244993988,-2.0847992874017183,1.8436426646251622
1600,BC,50.2333,-119.875,"50.2333,-119.875",2001-10-11,0.009,MONTE CREEK WEST,BC,50.39,-120.01,"50.39,-120.01",363.0,116NJRF,0.8767364791420675,-2.0922134408282025,0.8794714100799427,-2.094569635318395,19.874770546738038
1601,BC,49.6168,-119.931,"49.6168,-119.931",2001-05-13,0.2,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8659765243035225,-2.0931908252093194,0.8642870455875921,-2.0943951023931953,11.85071706954439
1602,BC,49.8721,-119.9204,"49.8721,-119.9204",2001-06-01,0.009,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8704323498838641,-2.093005820308608,0.8726646259971648,-2.0959658987199905,18.685766378126257
1603,BC,49.8582,-119.8213,"49.8582,-119.8213",2001-06-13,0.009,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8701897491178368,-2.0912761990198816,0.8726646259971648,-2.0959658987199905,24.854866277589302
1604,BC,49.6645,-120.0368,"49.6645,-120.0368",2001-07-01,2.0,PEACHLAND BRENDA MINES,BC,49.52,-120.0,"49.52,-120.0",1520.0,1126077,0.8668090463567237,-2.0950373835579295,0.8642870455875921,-2.0943951023931953,16.274913281965777
1605,BC,49.7225,-120.071,"49.7225,-120.071",2001-07-12,0.009,ELKHART LODGE HIGHWAY 97C,BC,49.56,-120.21,"49.56,-120.21",1615.0,112K653,0.8678213373228805,-2.0956342861621113,0.8649851772883898,-2.0980602938223836,20.64310366877496
1606,BC,49.8314,-120.0782,"49.8314,-120.0782",2001-07-12,0.009,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8697220008783024,-2.095759949868255,0.8726646259971648,-2.0959658987199905,18.754710274329454
1607,BC,49.8884,-119.713,"49.8884,-119.713",2001-09-17,1.5,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.870716838551939,-2.0893860074399715,0.8726646259971648,-2.0959658987199905,29.675806246097284
1608,BC,50.2798,-121.1342,"50.2798,-121.1342",2001-04-08,22.0,SPENCES BRIDGE NICOLA,BC,50.25186,-121.18528,"50.25186,-121.18528",235.0,1167637,0.8775480572442449,-2.1141906267693154,0.8770604122512377,-2.115082140951234,4.775505878752753
1609,BC,50.28,-121.1342,"50.28,-121.1342",2001-04-09,3.0,SPENCES BRIDGE NICOLA,BC,50.25186,-121.18528,"50.25186,-121.18528",235.0,1167637,0.8775515479027489,-2.1141906267693154,0.8770604122512377,-2.115082140951234,4.789979658499504
1610,BC,50.0552,-120.819,"50.0552,-120.819",2001-04-22,7.0,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8736280477442656,-2.108689348967029,0.8747590210995579,-2.1036453474287655,21.827563864615556
1611,BC,50.2287,-121.0963,"50.2287,-121.0963",2001-04-28,35.0,SPENCES BRIDGE NICOLA,BC,50.25186,-121.18528,"50.25186,-121.18528",235.0,1167637,0.8766561939964759,-2.1135291469828092,0.8770604122512377,-2.115082140951234,6.827647099930176
1612,BC,50.0666,-120.6592,"50.0666,-120.6592",2001-05-04,0.01,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.873827015278993,-2.105900312822342,0.8747590210995579,-2.1036453474287655,10.956840912179697
1613,BC,49.4448,-120.5944,"49.4448,-120.5944",2001-05-08,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8629745579900923,-2.1047693394670497,0.8637634468119937,-2.103470814503566,7.355164377761427
1614,BC,50.0724,-120.854,"50.0724,-120.854",2001-05-12,0.7,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8739282443756087,-2.109300214205227,0.8747590210995579,-2.1036453474287655,23.694862597552696
1615,BC,50.1871,-120.8704,"50.1871,-120.8704",2001-05-12,11.0,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8759301370276462,-2.1095864482025544,0.8775515479027489,-2.1120229278383382,14.319307453121986
1616,BC,49.5598,-120.738,"49.5598,-120.738",2001-05-21,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8649816866298858,-2.1072756322729136,0.8637634468119937,-2.103470814503566,17.533986506403267
1617,BC,50.1251,-120.788,"50.1251,-120.788",2001-05-26,0.3,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8748480328914098,-2.1081482968989107,0.8747590210995579,-2.1036453474287655,18.39060750588252
1618,BC,50.1539,-120.8967,"50.1539,-120.8967",2001-06-01,0.009,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.875350687715984,-2.1100454697958284,0.8775515479027489,-2.1120229278383382,16.16374099460013
1619,BC,49.5388,-120.7629,"49.5388,-120.7629",2000-11-30,0.009,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.864615167486967,-2.1077102192566604,0.8637634468119937,-2.103470814503566,18.34477448529472
1620,BC,50.1744,-120.6699,"50.1744,-120.6699",2001-06-01,0.15,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8757084802126429,-2.1060870630523056,0.8747590210995579,-2.1036453474287655,11.653067686336774
1621,BC,50.0068,-120.9905,"50.0068,-120.9905",2001-05-03,0.2,LYTTON RCS,BC,50.1328,-121.3455,"50.1328,-121.3455",225.0,1114746,0.8727833083863004,-2.111682588634199,0.8749824232438133,-2.117878507478779,28.93419753542522
1622,BC,50.3836,-121.1785,"50.3836,-121.1785",2001-06-10,0.009,ASHCROFT,BC,50.4230005,-121.1653001,"50.4230005,-121.1653001",327.0,1160515,0.879359709007815,-2.1149638076279484,0.880047377459747,-2.1147334259120147,4.47709249122573
1623,BC,50.1726,-120.8661,"50.1726,-120.8661",2001-06-25,0.009,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.875677064286107,-2.1095113990447185,0.8775515479027489,-2.1120229278383382,15.71938364120882
1624,BC,50.1619,-120.5762,"50.1619,-120.5762",2001-06-26,0.01,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8754903140561436,-2.1044516895431866,0.8747590210995579,-2.1036453474287655,5.701422482784987
1625,BC,50.1942,-120.8649,"50.1942,-120.8649",2001-06-28,0.15,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8760540554045378,-2.1094904550936944,0.8775515479027489,-2.1120229278383382,14.04530899737524
1626,BC,49.4095,-120.494,"49.4095,-120.494",2001-06-30,0.009,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8623584567641382,-2.1030170288980474,0.8637634468119937,-2.103470814503566,9.14064723268956
1627,BC,49.4382,-120.3675,"49.4382,-120.3675",2001-06-30,3.0,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8628593662594607,-2.1008091873942747,0.8637634468119937,-2.103470814503566,12.42750082141127
1628,BC,49.7398,-120.7261,"49.7398,-120.7261",2001-07-03,0.009,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8681232792834755,-2.107067938091926,0.8637634468119937,-2.103470814503566,31.476456890988178
1629,BC,49.7374,-120.8765,"49.7374,-120.8765",2001-07-04,0.2,BOSTON BAR ALPINE,BC,49.55,-121.27,"49.55,-121.27",213.0,111090D,0.8680813913814277,-2.1096929132869255,0.8648106443631902,-2.116560783893523,35.14869792433231
1630,BC,49.4247,-120.2667,"49.4247,-120.2667",2001-07-06,0.009,JELLICOE,BC,49.4022,-120.1958,"49.4022,-120.1958",929.0,1123721,0.8626237468104414,-2.0990498955082644,0.8622310477287427,-2.0978124570686005,5.703190745849965
1631,BC,50.1874,-120.9786,"50.1874,-120.9786",2001-07-06,0.009,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8759353730154021,-2.111474894453212,0.8775515479027489,-2.1120229278383382,10.529464768750886
1632,BC,49.4683,-120.5324,"49.4683,-120.5324",2001-07-08,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8633847103643109,-2.1036872353308134,0.8637634468119937,-2.103470814503566,2.572248942759493
1633,BC,49.4593,-120.4882,"49.4593,-120.4882",2001-07-09,0.2,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8632276307316314,-2.102915799801432,0.8637634468119937,-2.103470814503566,4.112313137475036
1634,BC,49.4448,-120.521,"49.4448,-120.521",2001-07-09,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8629745579900923,-2.1034882677960858,0.8637634468119937,-2.103470814503566,5.02337427368162
1635,BC,49.4249,-120.2651,"49.4249,-120.2651",2001-07-08,0.2,JELLICOE,BC,49.4022,-120.1958,"49.4022,-120.1958",929.0,1123721,0.8626272374689454,-2.0990219702402326,0.8622310477287427,-2.0978124570686005,5.609403663265476
1636,BC,50.0178,-120.6202,"50.0178,-120.6202",2001-07-11,0.1,MERRITT STP,BC,50.0651004,-120.4803005,"50.0651004,-120.4803005",609.0,1125079,0.8729752946040198,-2.1052196344140643,0.8738008423215301,-2.1027779275171703,11.28344401841678
1637,BC,50.0185,-120.7982,"50.0185,-120.7982",2001-07-11,0.009,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8729875119087838,-2.108326320482614,0.8747590210995579,-2.1036453474287655,22.207467159592603
1638,BC,49.733,-120.6025,"49.733,-120.6025",2001-07-12,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8680045968943398,-2.1049107111364616,0.8637634468119937,-2.103470814503566,27.649093619609282
1639,BC,49.5384,-120.475,"49.5384,-120.475",2001-07-12,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.864608186169959,-2.1026854163401683,0.8637634468119937,-2.103470814503566,6.282426764880967
1640,BC,49.3748,-120.4675,"49.3748,-120.4675",2001-07-12,0.009,BLAKEBURN,BC,49.29,-120.44,"49.29,-120.44",1485.0,1120882,0.8617528275136962,-2.102554516646269,0.860272788308005,-2.1020745511019703,9.63154049450704
1641,BC,49.8292,-120.571,"49.8292,-120.571",2001-07-12,0.1,MERRITT STP,BC,50.0651004,-120.4803005,"50.0651004,-120.4803005",609.0,1125079,0.8696836036347585,-2.104360932422083,0.8738008423215301,-2.1027779275171703,27.004865242602122
1642,BC,49.8147,-120.572,"49.8147,-120.572",2001-07-12,0.1,MERRITT STP,BC,50.0651004,-120.4803005,"50.0651004,-120.4803005",609.0,1125079,0.8694305308932193,-2.104378385714603,0.8738008423215301,-2.1027779275171703,28.58818147111941
1643,BC,49.8282,-120.5069,"49.8282,-120.5069",2001-07-12,0.1,MERRITT STP,BC,50.0651004,-120.4803005,"50.0651004,-120.4803005",609.0,1125079,0.8696661503422386,-2.1032421763715545,0.8738008423215301,-2.1027779275171703,26.394210412894367
1644,BC,49.39,-120.3745,"49.39,-120.3745",2001-07-12,0.01,PRINCETON 8NE,BC,49.32,-120.26,"49.32,-120.26",975.4,1126514,0.8620181175599994,-2.100931360441914,0.8607963870836033,-2.0989329584483807,11.36655972882961
1645,BC,49.6966,-120.2819,"49.6966,-120.2819",2001-07-13,0.1,ELKHART LODGE HIGHWAY 97C,BC,49.56,-120.21,"49.56,-120.21",1615.0,112K653,0.8673692970466139,-2.0993151855545675,0.8649851772883898,-2.0980602938223836,16.03769768159352
1646,BC,49.3531,-120.2852,"49.3531,-120.2852",2001-07-13,0.1,PRINCETON 8NE,BC,49.32,-120.26,"49.32,-120.26",975.4,1126514,0.8613740910660134,-2.0993727814198833,0.8607963870836033,-2.0989329584483807,4.105992474121436
1647,BC,49.4273,-120.2895,"49.4273,-120.2895",2001-07-12,0.1,JELLICOE,BC,49.4022,-120.1958,"49.4022,-120.1958",929.0,1123721,0.8626691253709933,-2.099447830577719,0.8622310477287427,-2.0978124570686005,7.325864928668614
1648,BC,49.8317,-120.5151,"49.8317,-120.5151",2001-07-12,0.1,MERRITT STP,BC,50.0651004,-120.4803005,"50.0651004,-120.4803005",609.0,1125079,0.8697272368660582,-2.103385293370218,0.8738008423215301,-2.1027779275171703,26.05574103867789
1649,BC,49.3968,-120.3546,"49.3968,-120.3546",2001-07-12,0.1,PRINCETON 8NE,BC,49.32,-120.26,"49.32,-120.26",975.4,1126514,0.862136799949135,-2.1005840399207676,0.8607963870836033,-2.0989329584483807,10.941558964197698
1650,BC,49.2589,-120.547,"49.2589,-120.547",2001-07-12,0.05,GRANITE CREEK,BC,49.28,-120.44,"49.28,-120.44",1036.9,1123280,0.8597299909106347,-2.1039420534016045,0.8600982553828056,-2.1020745511019703,8.105074732988896
1651,BC,50.1403,-120.0767,"50.1403,-120.0767",2001-07-13,1.0,DOUGLAS LAKE,BC,50.09534,-120.11588,"50.09534,-120.11588",808.0,1122541,0.8751133229377128,-2.0957337699294754,0.8743286229060162,-2.0964175899304065,5.723265708340456
1652,BC,49.4318,-120.2397,"49.4318,-120.2397",2001-07-12,0.009,JELLICOE,BC,49.4022,-120.1958,"49.4022,-120.1958",929.0,1123721,0.862747665187333,-2.098578656610226,0.8622310477287427,-2.0978124570686005,4.570717773599573
1653,BC,49.4246,-120.2337,"49.4246,-120.2337",2001-07-12,0.1,JELLICOE,BC,49.4022,-120.1958,"49.4022,-120.1958",929.0,1123721,0.8626220014811894,-2.098473936855106,0.8622310477287427,-2.0978124570686005,3.7019139302694417
1654,BC,49.6117,-120.3567,"49.6117,-120.3567",2001-07-12,0.009,ELKHART LODGE HIGHWAY 97C,BC,49.56,-120.21,"49.56,-120.21",1615.0,112K653,0.8658875125116707,-2.100620691835059,0.8649851772883898,-2.0980602938223836,12.029355374926977
1655,BC,50.0867,-120.2333,"50.0867,-120.2333",2001-07-12,1.5,NICOLA LAKE,BC,50.15,-120.27,"50.15,-120.27",633.1,1125586,0.8741778264586438,-2.098466955538098,0.8752826198751562,-2.09910749137358,7.504568884037878
1656,BC,49.3001,-120.5763,"49.3001,-120.5763",2001-08-11,2450.0,BLAKEBURN,BC,49.29,-120.44,"49.29,-120.44",1485.0,1120882,0.8604490665624565,-2.104453434872439,0.860272788308005,-2.1020745511019703,9.941462266431914
1657,BC,49.251,-120.1146,"49.251,-120.1146",2001-08-12,0.009,HEDLEY N,BC,49.21494,-120.04082,"49.21494,-120.04082",542.0,1123370,0.8595921098997272,-2.096395249715981,0.858962744171458,-2.0951075457938595,6.6872652919226345
1658,BC,49.5491,-120.3578,"49.5491,-120.3578",2001-08-15,1.0,ELKHART LODGE HIGHWAY 97C,BC,49.56,-120.21,"49.56,-120.21",1615.0,112K653,0.8647949363999224,-2.100639890456831,0.8649851772883898,-2.0980602938223836,10.723455513745666
1659,BC,49.4392,-120.4112,"49.4392,-120.4112",2001-08-16,0.2,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8628768195519806,-2.101571896277396,0.8637634468119937,-2.103470814503566,9.675347840916247
1660,BC,49.4408,-120.4057,"49.4408,-120.4057",2001-07-30,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8629047448200126,-2.101475903168536,0.8637634468119937,-2.103470814503566,9.901245744444685
1661,BC,50.045,-120.883,"50.045,-120.883",2001-08-30,0.3,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8734500241605623,-2.109806359688305,0.8747590210995579,-2.1036453474287655,26.515311301297892
1662,BC,50.0367,-120.8631,"50.0367,-120.8631",2001-08-30,0.009,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8733051618326467,-2.1094590391671586,0.8747590210995579,-2.1036453474287655,25.49433175936333
1663,BC,49.708,-120.6073,"49.708,-120.6073",2001-08-30,0.009,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8675682645813413,-2.104994486940557,0.8637634468119937,-2.103470814503566,25.02795756033417
1664,BC,49.8586,-120.7213,"49.8586,-120.7213",2001-09-02,0.6,MERRITT STP,BC,50.0651004,-120.4803005,"50.0651004,-120.4803005",609.0,1125079,0.8701967304348448,-2.1069841622878305,0.8738008423215301,-2.1027779275171703,28.694801979585808
1665,BC,49.8064,-120.8618,"49.8064,-120.8618",2001-09-05,0.009,MERRITT STP,BC,50.0651004,-120.4803005,"50.0651004,-120.4803005",609.0,1125079,0.8692856685653036,-2.1094363498868827,0.8738008423215301,-2.1027779275171703,39.63606806276997
1666,BC,49.7096,-120.438,"49.7096,-120.438",2001-09-12,0.009,ELKHART LODGE HIGHWAY 97C,BC,49.56,-120.21,"49.56,-120.21",1615.0,112K653,0.8675961898493733,-2.1020396445169305,0.8649851772883898,-2.0980602938223836,23.358827444119918
1667,BC,49.462,-120.5321,"49.462,-120.5321",2001-09-13,0.009,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8632747546214353,-2.103681999343057,0.8637634468119937,-2.103470814503566,3.2318381042511617
1668,BC,50.115,-120.7419,"50.115,-120.7419",2001-09-15,0.009,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8746717546369583,-2.1073437001137414,0.8747590210995579,-2.1036453474287655,15.109174856045513
1669,BC,49.9689,-120.9366,"49.9689,-120.9366",2001-09-22,0.75,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8721218285997945,-2.1107418561673743,0.8747590210995579,-2.1036453474287655,33.524487903373426
1670,BC,50.0188,-120.9127,"50.0188,-120.9127",2001-09-24,0.1,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8729927478965397,-2.1103247224761477,0.8747590210995579,-2.1036453474287655,29.522495847240048
1671,BC,50.1666,-120.6688,"50.1666,-120.6688",2001-10-10,0.009,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8755723445309874,-2.1060678644305337,0.8747590210995579,-2.1036453474287655,11.159163931376135
1672,BC,49.6403,-120.598,"49.6403,-120.598",2001-10-11,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8663866766777413,-2.1048321713201217,0.8637634468119937,-2.103470814503566,17.622837354760506
1673,BC,49.9061,-120.1841,"49.9061,-120.1841",2001-10-12,0.009,PENNASK LAKE LODGE,BC,50.0,-120.09,"50.0,-120.09",1420.4,1126135,0.8710257618295422,-2.097608253546117,0.8726646259971648,-2.0959658987199905,12.415687281798032
1674,BC,50.023,-120.837,"50.023,-120.837",2001-10-17,3.8,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8730660517251235,-2.109003508232388,0.8747590210995579,-2.1036453474287655,24.405693749698493
1675,BC,50.0291,-120.8516,"50.0291,-120.8516",2001-10-18,0.2,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8731725168094951,-2.109258326303179,0.8747590210995579,-2.1036453474287655,25.061993025086462
1676,BC,50.0568,-120.6576,"50.0568,-120.6576",2001-10-23,0.009,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8736559730122976,-2.10587238755431,0.8747590210995579,-2.1036453474287655,11.493116433876438
1677,BC,50.15,-120.8619,"50.15,-120.8619",2000-04-01,3.5,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8752826198751562,-2.109438095216135,0.8775515479027489,-2.1120229278383382,17.877477136621103
1678,BC,49.483,-120.4783,"49.483,-120.4783",2000-04-03,0.1,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.8636412737643541,-2.1027430122054844,0.8637634468119937,-2.103470814503566,3.109197469590337
1679,BC,50.1339,-121.0481,"50.1339,-121.0481",2000-04-05,0.3,SPENCES BRIDGE NICOLA,BC,50.25186,-121.18528,"50.25186,-121.18528",235.0,1167637,0.8750016218655852,-2.112687898283348,0.8770604122512377,-2.115082140951234,16.34237702034205
1680,BC,50.1028,-120.8087,"50.1028,-120.8087",2000-04-07,0.01,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.874458824468215,-2.108509580054074,0.8747590210995579,-2.1036453474287655,19.953077876958975
1681,BC,50.0244,-120.8669,"50.0244,-120.8669",2000-04-11,3.8,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8730904863346514,-2.109525361678734,0.8747590210995579,-2.1036453474287655,26.27222659506448
1682,BC,50.2196,-121.0958,"50.2196,-121.0958",2000-04-19,2.1,SPENCES BRIDGE NICOLA,BC,50.25186,-121.18528,"50.25186,-121.18528",235.0,1167637,0.8764973690345443,-2.1135204203365494,0.8770604122512377,-2.115082140951234,7.300888561911423
1683,BC,49.4381,-120.3056,"49.4381,-120.3056",2000-05-01,0.1,JELLICOE,BC,49.4022,-120.1958,"49.4022,-120.1958",929.0,1123721,0.8628576209302086,-2.09972882858729,0.8622310477287427,-2.0978124570686005,8.883364642505466
1684,BC,50.154,-120.8388,"50.154,-120.8388",2000-05-29,0.1,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8753524330452361,-2.109034924158924,0.8775515479027489,-2.1120229278383382,18.55379400650456
1685,BC,50.179,-120.8369,"50.179,-120.8369",2000-05-31,0.1,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8757887653582347,-2.109001762903136,0.8775515479027489,-2.1120229278383382,16.655095762933865
1686,BC,50.1528,-120.8094,"50.1528,-120.8094",2000-05-31,0.1,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8753314890942121,-2.1085217973588377,0.8775515479027489,-2.1120229278383382,20.081561883702562
1687,BC,50.0289,-120.9366,"50.0289,-120.9366",2000-06-03,0.1,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.8731690261509911,-2.1107418561673743,0.8775515479027489,-2.1120229278383382,28.388694406578068
1688,BC,49.1739,-120.5504,"49.1739,-120.5504",2000-06-17,0.1,ALLISON PASS,BC,49.08,-120.5,"49.08,-120.5",1341.1,1110350,0.8582464610464396,-2.104001394596172,0.8566075968788169,-2.1031217486531673,11.059576434031339
1689,BC,50.0311,-120.9338,"50.0311,-120.9338",2000-06-18,0.1,HIGHLAND VALLEY LORNEX,BC,50.28,-121.01,"50.28,-121.01",1268.0,1123469,0.873207423394535,-2.1106929869483184,0.8775515479027489,-2.1120229278383382,28.186103412879127
1690,BC,49.3643,-120.1074,"49.3643,-120.1074",2000-06-20,0.1,OSPREY LAKE,BC,49.42,-120.11,"49.42,-120.11",1099.1,1125880,0.8615695679422368,-2.0962695860098375,0.8625417163355977,-2.0963149645703893,6.192524916943945
1691,BC,49.4148,-120.4782,"49.4148,-120.4782",2000-06-18,0.5,BROOKMERE,BC,49.49,-120.52,"49.49,-120.52",972.0,1121090,0.862450959214494,-2.102741266876232,0.8637634468119937,-2.103470814503566,8.885444168667844
1692,BC,50.091,-120.6969,"50.091,-120.6969",2000-06-26,0.1,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.8742528756164797,-2.106558301950344,0.8747590210995579,-2.1036453474287655,12.32425382638646
1693,BC,49.2553,-120.5185,"49.2553,-120.5185",2000-06-28,0.1,GRANITE CREEK,BC,49.28,-120.44,"49.28,-120.44",1036.9,1123280,0.859667159057563,-2.103444634564786,0.8600982553828056,-2.1020745511019703,6.319412650820661
1694,BC,50.1563,-120.5277,"50.1563,-120.5277",2000-06-30,0.2,MERRITT CRAIGMONT MINES,BC,50.12,-120.53,"50.12,-120.53",731.5,1125075,0.875392575618032,-2.1036052048559695,0.8747590210995579,-2.1036453474287655,4.037166569761842
1695,BC,50.5765,-120.32,"50.5765,-120.32",2000-04-09,0.1,RED LAKE 2,BC,50.54,-120.46,"50.54,-120.46",990.0,1166659,0.8827264491349122,-2.099980155999577,0.8820894039579341,-2.102423616952369,10.683488656517952
1696,BC,50.6074,-120.1172,"50.6074,-120.1172",2000-05-28,0.1,KNOUFF LAKE,BC,50.58,-120.08,"50.58,-120.08",1143.0,1164380,0.8832657558737783,-2.096440628276533,0.8827875356587318,-2.095791365794791,4.019649832140485
