STN_ID,STATION_NAME,PROV_STATE_TERR_CODE,ENG_PROV_NAME,FRE_PROV_NAME,COUNTRY,LATITUDE,LONGITUDE,TIMEZONE,ELEVATION,CLIMATE_IDENTIFIER,TC_IDENTIFIER,WMO_IDENTIFIER,STATION_TYPE,NORMAL_CODE,PUBLICATION_CODE,DISPLAY_CODE,ENG_STN_OPERATOR_ACRONYM,FRE_STN_OPERATOR_ACRONYM,ENG_STN_OPERATOR_NAME,FRE_STN_OPERATOR_NAME,FIRST_DATE,LAST_DATE,HLY_FIRST_DATE,HLY_LAST_DATE,DLY_FIRST_DATE,DLY_LAST_DATE,MLY_FIRST_DATE,MLY_LAST_DATE,HAS_MONTHLY_SUMMARY,HAS_NORMALS_DATA,HAS_HOURLY_DATA
27647,STRATHROY-MULLIFARRY,ON,ONTARIO,ONTARIO,CAN,425850022,-813834086,EST,243.00,6148122,,,Climate-Staffed,G,1.0,8.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1997-10-01 00:00:00,2024-07-14 00:00:00,,,1997-10-01 00:00:00,2024-07-14 00:00:00,1997-10-01 00:00:00,2006-12-01 00:00:00,Y,N,N
27674,CAMERON FALLS (AUT),ON,ONTARIO,ONTARIO,CAN,490914000,-882041000,EST,232.60,6041110,XCA,71291,Climate-Auto,G,1.0,8.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1998-03-01 00:00:00,2024-07-15 12:30:02,2000-08-17 19:00:00,2024-07-15 12:30:02,1998-03-01 00:00:00,2024-07-15 00:00:00,1998-05-01 00:00:00,2006-12-01 00:00:00,Y,N,N
29452,VALCARTIER A,QC,QUEBEC,QUÉBEC,CAN,465410000,-713013000,EST,167.60,7018573,YOY,71716,Aviation-Auto,,,,DND,MDN,Department of National Defence,Ministère de la Défense nationale,2000-05-24 02:00:00,2022-01-06 04:00:00,2000-05-24 02:00:00,2022-01-06 04:00:00,2013-12-10 00:00:00,2022-01-06 00:00:00,,,Y,N,Y
29517,ARCTIC BAY CS,NU,NUNAVUT,NUNAVUT,CAN,725934000,-850044000,EST,10.00,2400404,XAT,71592,Climate-Auto,G,1.0,9.0,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1999-11-01 00:00:00,2024-07-15 12:30:02,2000-02-19 13:00:00,2024-07-15 12:30:02,1999-11-01 00:00:00,2024-07-15 00:00:00,1999-11-01 00:00:00,2007-09-01 00:00:00,Y,N,Y
4281,GLOUCESTER KETTLES,ON,ONTARIO,ONTARIO,CAN,452100000,-753300000,EST,76.20,6102840,,,N/A,F,1.0,7.0,,,,,1975-01-01 00:00:00,1982-12-01 00:00:00,,,1975-06-01 00:00:00,1982-01-31 00:00:00,1975-01-01 00:00:00,1982-12-01 00:00:00,Y,N,N
4288,HAWKESBURY,ON,ONTARIO,ONTARIO,CAN,453700000,-743800000,EST,45.70,6103390,,,N/A,,1.0,9.0,,,,,1950-01-01 00:00:00,1963-12-01 00:00:00,,,1950-09-01 00:00:00,1963-03-31 00:00:00,1950-01-01 00:00:00,1963-12-01 00:00:00,Y,N,N
4293,KILLALOE,ON,ONTARIO,ONTARIO,CAN,453400000,-772500000,EST,174.00,6104125,,,N/A,G,1.0,8.0,,,,,1938-01-01 00:00:00,1972-12-31 00:00:00,1953-01-01 00:00:00,1972-12-06 22:00:00,1938-09-01 00:00:00,1972-12-31 00:00:00,1938-01-01 00:00:00,1972-12-01 00:00:00,Y,N,N
4316,MERIVALE CDA,ON,ONTARIO,ONTARIO,CAN,451800000,-754400000,EST,89.90,6105061,,,N/A,G,1.0,8.0,,,,,1972-01-01 00:00:00,1977-12-01 00:00:00,,,1972-10-01 00:00:00,1977-02-28 00:00:00,1972-01-01 00:00:00,1977-12-01 00:00:00,Y,N,N
4317,METCALFE OSGOODE,ON,ONTARIO,ONTARIO,CAN,451400000,-752800000,EST,83.80,6105066,,,N/A,G,1.0,8.0,,,,,1968-01-01 00:00:00,1976-12-01 00:00:00,,,1968-06-01 00:00:00,1976-02-29 00:00:00,1968-01-01 00:00:00,1976-12-01 00:00:00,Y,N,N
4318,MONTAGUE,ON,ONTARIO,ONTARIO,CAN,445600000,-755700000,EST,178.30,6105262,,,N/A,,1.0,9.0,,,,,1895-01-01 00:00:00,1915-03-31 00:00:00,,,1895-08-01 00:00:00,1915-03-31 00:00:00,1895-01-01 00:00:00,1914-12-01 00:00:00,Y,N,N
4326,ORLEANS VEH PRVG GND,ON,ONTARIO,ONTARIO,CAN,452700000,-753400000,EST,89.00,6105832,,,N/A,,1.0,9.0,,,,,1953-01-01 00:00:00,1958-12-01 00:00:00,,,1953-12-01 00:00:00,1958-04-30 00:00:00,1953-01-01 00:00:00,1958-12-01 00:00:00,Y,N,N
4330,OTTAWA BECKWITH RD,ON,ONTARIO,ONTARIO,CAN,452400000,-754000000,EST,61.00,6105938,,,N/A,,1.0,9.0,,,,,1955-01-01 00:00:00,1961-12-01 00:00:00,,,1955-01-01 00:00:00,1961-05-31 00:00:00,1955-01-01 00:00:00,1961-12-01 00:00:00,Y,N,N
5133,TWEED,ON,ONTARIO,ONTARIO,CAN,443000000,-771700000,EST,144.80,6159010,,,N/A,G,1.0,8.0,,,,,1925-01-01 00:00:00,1972-12-01 00:00:00,,,1925-04-01 00:00:00,1972-04-30 00:00:00,1925-01-01 00:00:00,1972-12-01 00:00:00,Y,N,N
5136,TYRONE,ON,ONTARIO,ONTARIO,CAN,440100000,-784400000,EST,205.70,6159048,,,Climate-Staffed,A,1.0,1.0,,,,,1967-01-01 00:00:00,1999-10-31 00:00:00,,,1967-07-01 00:00:00,1999-10-31 00:00:00,1967-01-01 00:00:00,1999-10-01 00:00:00,Y,N,N
5143,VAN WAGNERS BEACH,ON,ONTARIO,ONTARIO,CAN,431500000,-794500000,EST,76.20,6159133,,,N/A,,1.0,9.0,,,,,1958-01-01 00:00:00,1959-12-01 00:00:00,,,1958-08-01 00:00:00,1959-06-30 00:00:00,1958-01-01 00:00:00,1959-12-01 00:00:00,Y,N,N
5153,BANCROFT,ON,ONTARIO,ONTARIO,CAN,450300000,-775100000,EST,326.70,6160465,,,N/A,E,1.0,6.0,,,,,1882-01-01 00:00:00,1985-12-31 00:00:00,,,1882-10-01 00:00:00,1985-12-31 00:00:00,1882-01-01 00:00:00,1985-12-01 00:00:00,Y,N,N
5160,COBOCONK,ON,ONTARIO,ONTARIO,CAN,443600000,-784600000,EST,289.60,6161682,,,N/A,F,1.0,7.0,,,,,1970-01-01 00:00:00,1978-12-01 00:00:00,,,1970-06-01 00:00:00,1978-04-30 00:00:00,1970-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
5173,KINMOUNT,ON,ONTARIO,ONTARIO,CAN,444500000,-783800000,EST,280.40,6164198,,,N/A,,1.0,9.0,,,,,1897-01-01 00:00:00,1950-12-01 00:00:00,,,1897-10-01 00:00:00,1950-06-30 00:00:00,1897-01-01 00:00:00,1950-12-01 00:00:00,Y,N,N
5182,MINDEN FORESTRY,ON,ONTARIO,ONTARIO,CAN,444500000,-784200000,EST,304.80,6165197,,,N/A,,1.0,9.0,,,,,1948-01-01 00:00:00,1955-12-01 00:00:00,,,1948-06-01 00:00:00,1955-05-31 00:00:00,1948-01-01 00:00:00,1955-12-01 00:00:00,Y,N,N
6956,MINASVILLE,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,451700000,-634900000,AST,61.60,8203578,,,N/A,G,1.0,9.0,,,,,1991-12-01 00:00:00,1992-12-01 00:00:00,,,1991-12-01 00:00:00,1992-02-29 00:00:00,1991-12-01 00:00:00,1992-12-01 00:00:00,Y,N,N
10078,BEAVER ISLAND (AUT),NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,444900000,-622000000,AST,16.00,8200558,WBV,71403,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1992-12-19 00:00:00,2024-07-15 12:30:02,1994-02-01 02:44:00,2024-07-15 12:30:02,1992-12-19 00:00:00,2024-07-15 00:00:00,,,Y,N,Y
10813,NAIN,NL,NEWFOUNDLAND,TERRE-NEUVE,CAN,563300000,-614100000,AST,7.60,8502799,WFP,71665,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,1994-02-01 03:30:00,2024-07-15 12:30:02,1994-02-01 03:30:00,2024-07-15 12:30:02,2004-09-27 00:00:00,2024-07-15 00:00:00,2004-11-01 00:00:00,2007-07-01 00:00:00,Y,N,Y
31008,WHITBY MUELLER,ON,ONTARIO,ONTARIO,CAN,435400000,-785400000,EST,120.00,6155870,,,Climate-Staffed,,1.0,9.0,,,,,2001-06-01 00:00:00,2006-05-31 00:00:00,,,2001-06-01 00:00:00,2006-05-31 00:00:00,2001-06-01 00:00:00,2006-05-01 00:00:00,Y,N,N
41983,ELORA RCS,ON,ONTARIO,ONTARIO,CAN,433900000,-802500000,EST,376.40,6142286,ZEL,71352,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-09-09 09:00:00,2024-07-15 12:30:02,2003-09-09 09:00:00,2024-07-15 12:30:02,2003-10-01 00:00:00,2024-07-15 00:00:00,2003-10-01 00:00:00,2006-12-01 00:00:00,Y,N,Y
42003,ALEXANDRIA,ON,ONTARIO,ONTARIO,CAN,451925000,-743651000,EST,77.00,6100166,TAL,,Climate-Auto,,,,,,,,2003-03-27 09:00:00,2006-05-24 10:00:00,2003-03-27 09:00:00,2006-05-24 10:00:00,2003-10-01 00:00:00,2006-05-24 00:00:00,,,Y,N,N
4339,OTTAWA LA SALLE ACAD,ON,ONTARIO,ONTARIO,CAN,452600000,-754200000,EST,61.00,6106014,,,N/A,,1.0,9.0,,,,,1954-01-01 00:00:00,1967-12-01 00:00:00,,,1954-12-01 00:00:00,1967-06-30 00:00:00,1954-01-01 00:00:00,1967-12-01 00:00:00,Y,N,N
4347,OUTLET,ON,ONTARIO,ONTARIO,CAN,442900000,-760300000,EST,91.40,6106123,,,N/A,,1.0,9.0,,,,,1969-01-01 00:00:00,1970-12-01 00:00:00,,,1969-06-01 00:00:00,1970-02-28 00:00:00,1969-01-01 00:00:00,1970-12-01 00:00:00,Y,N,N
4351,PERTH ONTARIO HYDRO,ON,ONTARIO,ONTARIO,CAN,445500000,-761600000,EST,134.10,6106385,,,N/A,G,1.0,9.0,,,,,1982-01-01 00:00:00,1983-12-01 00:00:00,,,1982-07-01 00:00:00,1983-02-28 00:00:00,1982-01-01 00:00:00,1983-12-01 00:00:00,Y,N,N
4364,RIDEAU CANAL BOBS LAKE,ON,ONTARIO,ONTARIO,CAN,444400000,-763600000,EST,178.30,6107017,,,N/A,,1.0,9.0,,,,,1954-01-01 00:00:00,1961-12-31 00:00:00,,,1954-01-01 00:00:00,1961-12-31 00:00:00,1954-01-01 00:00:00,1961-12-01 00:00:00,Y,N,N
4366,RIDEAU CANAL JONES FALLS,ON,ONTARIO,ONTARIO,CAN,443300000,-761400000,EST,100.60,6107045,,,N/A,,1.0,9.0,,,,,1954-01-01 00:00:00,1969-12-01 00:00:00,,,1954-01-01 00:00:00,1969-05-31 00:00:00,1954-01-01 00:00:00,1969-12-01 00:00:00,Y,N,N
4372,RIDEAU CANAL WOLFE LAKE,ON,ONTARIO,ONTARIO,CAN,443600000,-762400000,EST,125.00,6107119,,,N/A,,1.0,9.0,,,,,1954-01-01 00:00:00,1961-12-31 00:00:00,,,1954-01-01 00:00:00,1961-12-31 00:00:00,1954-01-01 00:00:00,1961-12-01 00:00:00,Y,N,N
5218,COURVILLE,QC,QUEBEC,QUÉBEC,CAN,465200000,-711000000,EST,76.20,7011950,,,N/A,,1.0,9.0,,,,,1963-01-01 00:00:00,1964-12-01 00:00:00,,,1963-01-01 00:00:00,1964-06-30 00:00:00,1963-01-01 00:00:00,1964-12-01 00:00:00,Y,N,N
5230,JOLIETTE VILLE,QC,QUEBEC,QUÉBEC,CAN,460100000,-732600000,EST,56.00,7013362,,,N/A,C,1.0,4.0,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1967-01-01 00:00:00,2023-02-28 00:00:00,,,1967-02-01 00:00:00,2023-02-28 00:00:00,1967-01-01 00:00:00,2011-04-01 00:00:00,Y,Y,N
5232,LAC EDOUARD,QC,QUEBEC,QUÉBEC,CAN,473900000,-721600000,EST,369.70,7013640,,,N/A,,1.0,9.0,,,,,1949-01-01 00:00:00,1958-12-01 00:00:00,,,1949-09-01 00:00:00,1958-04-30 00:00:00,1949-01-01 00:00:00,1958-12-01 00:00:00,Y,N,N
5235,LAC MINOGAMI,QC,QUEBEC,QUÉBEC,CAN,464000000,-725200000,EST,259.10,7013678,,,N/A,G,1.0,8.0,,,,,1964-01-01 00:00:00,1978-12-01 00:00:00,,,1964-01-01 00:00:00,1978-06-30 00:00:00,1964-01-01 00:00:00,1978-12-01 00:00:00,Y,N,N
52518,SYDNEY A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,460941000,-600253000,AST,61.90,8205701,YQY,71707,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-08-05 09:00:00,2024-07-15 12:30:02,2014-08-05 09:00:00,2024-07-15 12:30:02,2014-08-07 00:00:00,2024-07-15 00:00:00,,,Y,N,Y
53140,LOURDES DE BLANC SABLON A,QC,QUEBEC,QUÉBEC,CAN,512631000,-571110000,AST,37.20,7040815,YBX,71808,Aviation-Staffed,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2014-12-02 10:00:00,2024-07-15 12:30:02,2014-12-02 10:00:00,2024-07-15 12:30:02,2014-12-04 00:00:00,2024-07-15 00:00:00,,,Y,N,Y
53938,HALIFAX STANFIELD INT'L A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,445252000,-633031000,AST,145.40,8202249,YHZ,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2019-03-19 00:00:00,2024-07-15 12:30:02,2019-03-19 11:00:00,2024-07-15 12:30:02,2019-03-19 00:00:00,2024-07-15 00:00:00,,,Y,N,Y
54281,SYDNEY A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,460941000,-600253000,AST,61.90,8205703,YQY,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2016-01-13 10:00:00,2024-07-15 12:30:02,2016-01-13 10:00:00,2024-07-15 12:30:02,2018-10-29 00:00:00,2024-07-15 00:00:00,,,Y,N,Y
54282,MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,NB,NEW BRUNSWICK,NOUVEAU-BRUNSWICK,CAN,460644000,-644043000,AST,70.70,8103202,YQM,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2016-01-13 10:00:00,2024-07-15 12:30:02,2016-01-13 10:00:00,2024-07-15 12:30:02,2018-10-29 00:00:00,2024-07-15 00:00:00,,,Y,N,Y
54284,YARMOUTH A,NS,NOVA SCOTIA,NOUVELLE-ÉCOSSE,CAN,434937000,-660517000,AST,42.90,8206496,YQI,,Aviation-Auto,,,,NAVCAN,NAVCAN,NAV Canada,NAV Canada,2016-01-13 10:00:00,2024-07-15 12:30:02,2016-01-13 10:00:00,2024-07-15 12:30:02,2018-10-29 00:00:00,2024-07-15 00:00:00,,,Y,N,Y
42123,MOOSONEE RCS,ON,ONTARIO,ONTARIO,CAN,511730000,-803705000,EST,9.10,6075435,XZC,71309,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2003-11-01 00:00:00,2022-11-25 05:00:00,2003-11-05 12:00:00,2022-11-25 05:00:00,2003-11-01 00:00:00,2022-11-25 00:00:00,2003-11-01 00:00:00,2006-11-01 00:00:00,Y,N,Y
42803,QIKIQTARJUAQ CLIMATE,NU,NUNAVUT,NUNAVUT,CAN,673250700,-640200400,EST,6.40,2400573,ZVM,71357,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2005-03-01 00:00:00,2024-07-15 12:30:02,2005-04-20 02:00:00,2024-07-15 12:30:02,2005-03-01 00:00:00,2024-07-15 00:00:00,2005-04-01 00:00:00,2007-11-01 00:00:00,Y,N,Y
42967,ALGONQUIN PARK EAST GATE,ON,ONTARIO,ONTARIO,CAN,453200000,-781600000,EST,397.00,6080192,TNK,71581,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2004-09-01 14:00:00,2024-07-15 12:30:02,2004-09-01 14:00:00,2024-07-15 12:30:02,2004-09-02 00:00:00,2024-07-15 00:00:00,2005-05-01 00:00:00,2006-12-01 00:00:00,Y,N,N
43165,RIVIERE-DU-LOUP / ST-ANTONIN,QC,QUEBEC,QUÉBEC,CAN,474800000,-692700000,EST,152.00,7056870,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2005-01-13 00:00:00,2021-04-29 00:00:00,,,2005-01-13 00:00:00,2021-04-29 00:00:00,,,Y,N,N
43203,TORONTO BURNHAMTHORPE,ON,ONTARIO,ONTARIO,CAN,433836000,-793416000,EST,143.00,6158411,,,Climate-Staffed,,,,,,,,2004-10-01 00:00:00,2008-09-29 00:00:00,,,2004-10-01 00:00:00,2008-09-29 00:00:00,2004-10-01 00:00:00,2006-12-01 00:00:00,Y,N,N
4391,WESTPORT,ON,ONTARIO,ONTARIO,CAN,444100000,-762500000,EST,135.30,6109458,,,N/A,,1.0,9.0,,,,,1895-01-01 00:00:00,1920-12-31 00:00:00,,,1895-08-01 00:00:00,1920-12-31 00:00:00,1895-01-01 00:00:00,1920-12-01 00:00:00,Y,N,N
4402,ALLISTON NELSON,ON,ONTARIO,ONTARIO,CAN,440905028,-795220088,EST,221.00,6110218,,,Climate-Staffed,C,1.0,4.0,,,,,1973-01-01 00:00:00,2008-01-31 00:00:00,,,1973-07-01 00:00:00,2008-01-31 00:00:00,1973-01-01 00:00:00,2006-12-01 00:00:00,Y,Y,N
4409,BEATRICE,ON,ONTARIO,ONTARIO,CAN,450800000,-792300000,EST,289.60,6110605,,,N/A,F,1.0,7.0,,,,,1876-01-01 00:00:00,1979-12-01 00:00:00,,,1876-03-01 00:00:00,1979-02-28 00:00:00,1876-01-01 00:00:00,1979-12-01 00:00:00,Y,N,N
4414,BEETON GRAHAM,ON,ONTARIO,ONTARIO,CAN,440500000,-794700000,EST,228.60,6110663,,,N/A,G,1.0,8.0,,,,,1971-01-01 00:00:00,1984-12-31 00:00:00,,,1971-09-01 00:00:00,1984-12-31 00:00:00,1971-01-01 00:00:00,1984-12-01 00:00:00,Y,N,N
4416,BIG CHUTE,ON,ONTARIO,ONTARIO,CAN,445300000,-794000000,EST,190.50,6110731,,,N/A,G,1.0,8.0,,,,,1913-01-01 00:00:00,1972-12-01 00:00:00,,,1913-05-01 00:00:00,1972-01-31 00:00:00,1913-01-01 00:00:00,1972-12-01 00:00:00,Y,N,N
4428,CHARLINCH,ON,ONTARIO,ONTARIO,CAN,452700000,-791500000,EST,326.10,6111375,,,N/A,,1.0,9.0,,,,,1883-01-01 00:00:00,1893-12-01 00:00:00,,,1883-08-01 00:00:00,1893-08-31 00:00:00,1883-01-01 00:00:00,1893-12-01 00:00:00,Y,N,N
5247,NOTRE DAME DE LA MERCI,QC,QUEBEC,QUÉBEC,CAN,461400000,-740300000,EST,365.80,7015665,,,N/A,D,1.0,5.0,,,,,1973-01-01 00:00:00,1994-12-01 00:00:00,,,1973-07-01 00:00:00,1994-05-31 00:00:00,1973-01-01 00:00:00,1994-12-01 00:00:00,Y,N,N
5248,OKA,QC,QUEBEC,QUÉBEC,CAN,453000000,-740400000,EST,91.40,7015730,,,N/A,A,1.0,1.0,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1937-01-01 00:00:00,2024-05-31 00:00:00,,,1937-08-01 00:00:00,2024-05-31 00:00:00,1937-01-01 00:00:00,2018-02-01 00:00:00,Y,Y,N
5256,ST ALEXIS DES MONTS,QC,QUEBEC,QUÉBEC,CAN,463200000,-730900000,EST,183.00,7016816,,,N/A,D,1.0,5.0,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1963-01-01 00:00:00,2024-05-31 00:00:00,,,1963-01-01 00:00:00,2024-05-31 00:00:00,1963-01-01 00:00:00,2018-02-01 00:00:00,Y,Y,N
5275,ST JANVIER,QC,QUEBEC,QUÉBEC,CAN,454400000,-735300000,EST,61.00,7017386,,,N/A,D,1.0,5.0,GOVQC,GOVQC,Government of Quebec,Gouvernement du Québec,1973-01-01 00:00:00,2023-02-28 00:00:00,,,1973-01-01 00:00:00,2023-02-28 00:00:00,1973-01-01 00:00:00,2016-04-01 00:00:00,Y,N,N
6006,LAC ALBANEL,QC,QUEBEC,QUÉBEC,CAN,505800000,-730200000,EST,396.20,709CENL,,,N/A,G,1.0,9.0,,,,,1973-01-01 00:00:00,1973-12-01 00:00:00,,,1973-06-01 00:00:00,1973-08-31 00:00:00,1973-01-01 00:00:00,1973-12-01 00:00:00,Y,N,N
6011,LA GRANDE LG4,QC,QUEBEC,QUÉBEC,CAN,535000000,-733000000,EST,335.30,709C71L,,,N/A,G,1.0,9.0,,,,,1978-01-01 00:00:00,1985-12-01 00:00:00,,,1978-05-01 00:00:00,1985-08-31 00:00:00,1978-01-01 00:00:00,1985-12-01 00:00:00,Y,N,N
6036,FORT GEORGE,QC,QUEBEC,QUÉBEC,CAN,535000000,-790000000,EST,6.70,7092480,,,N/A,,1.0,9.0,,,,,1915-01-01 00:00:00,1969-12-01 00:00:00,,,1915-10-01 00:00:00,1969-06-30 00:00:00,1915-01-01 00:00:00,1969-12-01 00:00:00,Y,N,N
6038,LA GRANDE IV A,QC,QUEBEC,QUÉBEC,CAN,534526000,-734045000,EST,306.30,7093GJ3,YAH,,Aviation-Staffed,F,1.0,7.0,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,1985-12-01 00:00:00,2018-05-06 00:00:00,1985-12-05 02:00:00,2005-10-04 16:00:00,1985-12-01 00:00:00,2018-05-06 00:00:00,1986-01-01 00:00:00,1995-11-01 00:00:00,Y,N,Y
6041,HELENE,QC,QUEBEC,QUÉBEC,CAN,532700000,-773000000,EST,152.40,7093055,,,N/A,G,1.0,8.0,,,,,1975-01-01 00:00:00,1979-12-01 00:00:00,,,1975-06-01 00:00:00,1979-05-31 00:00:00,1975-01-01 00:00:00,1979-12-01 00:00:00,Y,N,N
43540,BALDWIN,ON,ONTARIO,ONTARIO,CAN,441601038,-791908028,EST,229.00,6110480,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2004-12-01 00:00:00,2024-07-14 00:00:00,,,2004-12-01 00:00:00,2024-07-14 00:00:00,2004-12-01 00:00:00,2006-12-01 00:00:00,Y,N,N
44183,BEATRICE CLIMATE,ON,ONTARIO,ONTARIO,CAN,450825000,-792410000,EST,297.20,6110607,TBT,71694,Climate-Auto,,,,ECCC - MSC,ECCC - SMC,Environment and Climate Change Canada - Meteorological Service of Canada,Environnement et Changement climatique Canada - Service météorologique du Canada,2005-09-28 00:00:00,2024-07-15 12:30:02,2005-09-28 10:00:00,2024-07-15 12:30:02,2005-09-28 00:00:00,2024-07-15 00:00:00,2005-11-01 00:00:00,2006-12-01 00:00:00,Y,N,N
44806,BLENHEIM 1,ON,ONTARIO,ONTARIO,CAN,421827036,-820154006,EST,200.00,6130815,,,Climate-Staffed,,,,,,,,2006-05-01 00:00:00,2009-12-29 00:00:00,,,2006-05-01 00:00:00,2009-12-29 00:00:00,2006-05-01 00:00:00,2006-12-01 00:00:00,Y,N,N
45348,RAVENSCLIFFE,ON,ONTARIO,ONTARIO,CAN,452114094,-791613020,EST,305.00,6116901,,,Climate-Staffed,,,,,,,,2006-08-01 00:00:00,2016-08-27 00:00:00,,,2006-08-01 00:00:00,2016-08-27 00:00:00,2006-08-01 00:00:00,2006-12-01 00:00:00,Y,N,N
45547,NIPISSING,ON,ONTARIO,ONTARIO,CAN,460601032,-793114040,EST,213.40,6115669,,,Climate-Staffed,,,,CCN,RCSC,Co-operative Climate Network,Réseau coopératif de stations climatiques,2006-11-01 00:00:00,2018-12-30 00:00:00,,,2006-11-01 00:00:00,2018-12-30 00:00:00,2006-11-01 00:00:00,2006-12-01 00:00:00,Y,N,N
4443,ELMVALE,ON,ONTARIO,ONTARIO,CAN,443500000,-795400000,EST,213.40,6112278,,,N/A,,1.0,9.0,,,,,1947-01-01 00:00:00,1951-12-31 00:00:00,,,1947-05-01 00:00:00,1951-12-31 00:00:00,1947-01-01 00:00:00,1951-12-01 00:00:00,Y,N,N
4451,GREY COUNTY FOREST,ON,ONTARIO,ONTARIO,CAN,440700000,-804800000,EST,365.80,6113030,,,N/A,,1.0,9.0,,,,,1954-01-01 00:00:00,1954-12-01 00:00:00,,,1954-09-01 00:00:00,1954-09-30 00:00:00,1954-01-01 00:00:00,1954-12-01 00:00:00,Y,N,N
4452,HANOVER,ON,ONTARIO,ONTARIO,CAN,440659058,-810021042,EST,270.00,6113329,,,Climate-Staffed,B,1.0,3.0,,,,,1972-01-01 00:00:00,2008-09-30 00:00:00,,,1972-01-01 00:00:00,2008-09-30 00:00:00,1972-01-01 00:00:00,2006-12-01 00:00:00,Y,Y,N
4482,ORILLIA TS,ON,ONTARIO,ONTARIO,CAN,443700000,-792500000,EST,219.50,6115820,,,N/A,D,1.0,5.0,,,,,1965-01-01 00:00:00,1993-12-01 00:00:00,,,1965-02-01 00:00:00,1993-08-31 00:00:00,1965-01-01 00:00:00,1993-12-01 00:00:00,Y,N,N
4488,PARRY SOUND,ON,ONTARIO,ONTARIO,CAN,452100000,-800300000,EST,198.40,6116255,,,N/A,E,1.0,6.0,,,,,1979-01-01 00:00:00,1991-11-30 00:00:00,,,1979-10-01 00:00:00,1991-11-30 00:00:00,1979-01-01 00:00:00,1991-11-01 00:00:00,Y,N,N
5291,TERREBONNE HEIGHTS,QC,QUEBEC,QUÉBEC,CAN,454500000,-733800000,EST,53.30,7018410,,,N/A,,1.0,9.0,,,,,1961-11-01 00:00:00,1963-12-01 00:00:00,,,1961-11-01 00:00:00,1963-10-31 00:00:00,1962-01-01 00:00:00,1963-12-01 00:00:00,Y,N,N
5304,STATTON BROOK NORTH,QC,QUEBEC,QUÉBEC,CAN,452500000,-712900000,EST,,702HBHA,,,N/A,F,1.0,7.0,,,,,1973-01-01 00:00:00,1981-12-31 00:00:00,,,1973-01-01 00:00:00,1981-12-31 00:00:00,1973-01-01 00:00:00,1981-12-01 00:00:00,Y,N,N
5318,BIRCHTON,QC,QUEBEC,QUÉBEC,CAN,452200000,-714000000,EST,,7020785,,,N/A,F,1.0,7.0,,,,,1973-01-01 00:00:00,1981-12-31 00:00:00,,,1973-01-01 00:00:00,1981-12-31 00:00:00,1973-01-01 00:00:00,1981-12-01 00:00:00,Y,N,N
